PLOT,SPCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,COND_CN,CONDID,STATUSCD,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,ADFORCD,TREESALL,TOTALDEAD,DEADPROP,INSECT,DISEASE,FIRE,disturbance_type
87357,101,16,40389962010690,2011,2,2011,51037750020004,1,2,1,44.537561,-114.482698,53.4022,24,12,9999,0,NA,0,NA,470,141.8552,9,146,1,NA,6.018046,2008,413,8,5,0.625,1,0,0,INSECT
87367,101,16,12276738010690,2007,2,2007,12276741010690,1,2,1,43.772396,-114.082904,51.9018,NA,30,2005,0,NA,NA,NA,595,61.672,45,225,1,NA,6.018046,2005,413,2,2,1,0,0,1,FIRE
87370,101,16,35371066010690,2009,2,2009,39508023010690,1,1,1,43.732123,-114.521667,126.5629,33,0,NA,NA,NA,NA,NA,735,224.6286,43,288,0.75,NA,6.018046,NA,414,5,1,0.2,0,0,0,None
87387,101,16,40389229010690,2013,2,2013,273500364489998,1,1,1,43.769182,-114.205723,148.5432,44,0,NA,0,NA,0,NA,735,284.1158,52,78,1,NA,6.018046,NA,414,15,2,0.13333333333333333,0,0,0,None
87401,101,16,31365727010690,2008,2,2008,31365730010690,1,1,1,45.644442,-115.653432,100.3532,33,0,NA,NA,NA,NA,NA,670,173.7644,55,70,1,NA,6.018046,NA,117,1,0,0,0,0,0,None
87413,101,16,40391396010690,2011,2,2011,51055547020004,1,2,1,46.98521,-115.284586,146.2671,NA,0,NA,0,NA,0,NA,735,264.542,30,253,1,NA,6.018046,NA,104,2,2,1,0,0,0,None
87418,101,16,4732699010690,2004,2,2004,4732702010690,1,1,1,45.028012,-114.074277,56.7086,25,0,NA,NA,NA,NA,NA,670,125.9331,22,44,1,NA,6.018046,NA,413,8,5,0.625,0,0,0,None
87450,101,16,5393622010690,2005,2,2005,5393625010690,1,1,1,45.21643,-113.670561,106.9873,22,0,NA,NA,NA,NA,NA,470,179.9376,66,184,0.5,NA,6.018046,NA,NA,11,0,0,0,0,0,None
87466,101,16,12281232010690,2007,2,2007,12281235010690,1,1,1,46.220706,-115.181578,74.5756,22,0,NA,NA,NA,NA,NA,735,164.8571,45,208,1,NA,6.018046,NA,105,1,0,0,0,0,0,None
87478,101,16,40390055010690,2013,2,2014,325208597489998,1,1,1,43.960383,-113.55995,54.1547,29,0,NA,0,NA,0,NA,470,71.688,67,237,1,NA,6.018046,NA,413,6,2,0.3333333333333333,0,0,0,None
87479,101,16,4717334010690,2004,2,2004,4717337010690,1,1,1,43.860447,-114.388122,22.9605,22,0,NA,NA,NA,NA,NA,735,39.9389,55,125,1,NA,6.018046,NA,414,2,0,0,0,0,0,None
87489,101,16,12270086010690,2007,2,2008,12270088010690,1,2,1,44.061371,-115.253444,9.0918,NA,31,2007,0,NA,NA,NA,595,14.7763,68,272,1,NA,6.018046,2007,402,1,1,1,0,0,1,FIRE
87507,101,16,5385211010690,2005,2,2008,5385213010690,1,1,1,44.417363,-114.863366,126.6079,49,0,NA,NA,NA,NA,NA,595,250.0278,55,273,1,NA,6.018046,NA,413,4,0,0,0,0,0,None
87587,101,16,40389616010690,2013,2,2014,325208347489998,1,1,1,43.735781,-114.704125,117.2431,32,0,NA,0,NA,0,NA,735,248.0672,38,310,1,NA,6.018046,NA,414,3,0,0,0,0,0,None
87619,101,16,31359386010690,2008,2,2008,31359389010690,1,2,1,46.763483,-115.369736,198.062,26,22,9999,0,NA,NA,NA,735,312.7719,51,338,1,NA,6.018046,2002,105,1,1,1,0,1,0,DISEASE
87636,101,16,35371546010690,2009,2,2009,39515344010690,1,1,1,44.592301,-114.734248,80.4824,33,30,2006,10,9999,0,NA,595,139.5088,65,273,1,NA,6.018046,NA,413,2,1,0.5,0,0,1,FIRE
87684,101,16,35371319010690,2009,2,2009,39511564010690,1,1,1,43.773208,-114.712574,142.5684,25,0,NA,NA,NA,NA,NA,595,212.3073,68,326,1,NA,6.018046,NA,414,4,1,0.25,0,0,0,None
87693,101,16,4738780010690,2004,2,2004,4738783010690,1,2,1,44.952878,-114.911025,0,NA,32,2000,0,NA,NA,NA,595,0,90,25,1,NA,6.018046,2000,413,1,1,1,0,0,1,FIRE
87710,101,16,37276263010690,2010,2,2010,42531706010690,1,2,1,45.010204,-115.412701,4.4166,NA,30,2007,0,NA,0,NA,735,7.6311,65,33,1,NA,6.018046,2007,412,2,1,0.5,0,0,1,FIRE
